"Year","Quarter","Group","Unit","Population","Deflator","Total Wealth (nominal $)","Wealth Per Unit (nominal $)","Wealth Share"
"2019","4","Bottom 50%","Households","91948367.14100266","0.93264657","-506193138292.16","-5505.1889884669","-0.0051636747"
"2020","1","Bottom 50%","Households","92044176.17700195","0.93568444","-628987306611.5758","-6833.537250657","-0.0069315017"
"2020","2","Bottom 50%","Households","92146965.98146054","0.93166423","-447061865584.1419","-4851.6178565672","-0.0045155359"
"2020","3","Bottom 50%","Households","92278244.94853465","0.94015872","-416546371811.2705","-4514.0257277713","-0.0040373"
"2020","4","Bottom 50%","Households","92403285.02139024","0.94470727","-330893962703.2529","-3580.9761809513","-0.0029721859"
"2021","1","Bottom 50%","Households","92458031.7650693","0.95472074","-280261706867.73303","-3031.2315925118","-0.0024151241"
"2021","2","Bottom 50%","Households","92513338.6386973","0.96925795","-228653270800.4501","-2471.5708476746","-0.0018804219"
"2021","3","Bottom 50%","Households","92596482.18313855","0.9833082","-193919076712.1952","-2094.2380546235","-0.0015295518"
"2021","4","Bottom 50%","Households","92679348.64201991","1","-180489000913.4663","-1947.4565106259","-0.0013891559"
"1976","1","Middle 40%","Households","38168683.2331922","0.25500882","1335136165030.3809","34979.8853912079","0.3067987564"
"1976","2","Middle 40%","Households","38449408.34090334","0.25757614","1402872058238.919","36486.1806403016","0.3116172289"
"1976","3","Middle 40%","Households","38738530.87619149","0.26090294","1444300603443.854","37283.3086535947","0.3150586407"
"1976","4","Middle 40%","Households","39030476.72754257","0.26558363","1503507219109.22","38521.364461025","0.3188487048"
"1977","1","Middle 40%","Households","39324126.38052126","0.26985976","1521284170995.094","38685.7715864896","0.3181781857"
"1977","2","Middle 40%","Households","39607876.42755134","0.27366537","1559476133387.1118","39372.8791857757","0.3165376476"
"1977","3","Middle 40%","Households","39860228.42715498","0.2769922","1582547675513.01","39702.423642783","0.3145166369"
"1977","4","Middle 40%","Households","40098329.06064793","0.28297713","1610338393437.32","40159.738102845","0.3126371446"
"1978","1","Middle 40%","Households","40340137.66811444","0.28709644","1677966744525.749","41595.4640098327","0.3178239613"
"1978","2","Middle 40%","Households","40586599.019359484","0.29258609","1768427028504.6392","43571.6978321124","0.3223964561"
"1978","3","Middle 40%","Households","40824136.86571517","0.2975474","1860916519995.051","45583.7321464078","0.3266711404"
"1978","4","Middle 40%","Households","41063084.57139197","0.30363971","1932286263496.5068","47056.52981663","0.3317390904"
"1979","1","Middle 40%","Households","41320397.25940308","0.30917063","1993964854947.616","48256.187916825","0.3278900125"
"1979","2","Middle 40%","Households","41595422.14930164","0.3167488","2040606337085.161","49058.4355595829","0.3239142291"
"1979","3","Middle 40%","Households","41841329.6892506","0.32366663","2084521092836.667","49819.6665430592","0.3188120947"
"1979","4","Middle 40%","Households","42160385.98984361","0.32967636","2116759746840.02","50207.3142155279","0.3137595669"
"1980","1","Middle 40%","Households","42410502.33335057","0.33660239","2176715283753.651","51324.9116137428","0.3163773143"
"1980","2","Middle 40%","Households","42671450.28019065","0.34460983","2272803956410.428","53262.8711114028","0.3166192629"
"1980","3","Middle 40%","Households","42943679.77601072","0.35231188","2388053229562.901","55608.9567083844","0.3172382007"
"1980","4","Middle 40%","Households","43148085.70553976","0.36149156","2457232052892.4707","56948.8081038318","0.3155515333"
"1981","1","Middle 40%","Households","43343186.91757024","0.37100971","2495707243167.806","57580.1508992434","0.3150502576"
"1981","2","Middle 40%","Households","43558056.503411286","0.37836501","2590167262815.283","59464.7114848302","0.3179989591"
"1981","3","Middle 40%","Households","43754761.688283965","0.38548091","2635782628389.203","60239.9036513316","0.321215939"
"1981","4","Middle 40%","Households","43952489.03199217","0.3921428","2722854912220.995","61949.9594263952","0.3212576733"
"1982","1","Middle 40%","Households","44167424.05558124","0.39754167","2792118572244.68","63216.6949272617","0.3251944808"
"1982","2","Middle 40%","Households","44400779.69960713","0.40270939","2836179157699.567","63876.7872295869","0.3265347033"
"1982","3","Middle 40%","Households","44627143.08499741","0.40842187","2920961602200.7285","65452.5788629899","0.3276622284"
"1982","4","Middle 40%","Households","44844976.780464284","0.4126485","3003218616207.2285","66968.8966706192","0.3265233568"
"1983","1","Middle 40%","Households","45058576.91344937","0.4157607","3114000165480.0083","69110.0425000445","0.3274045388"
"1983","2","Middle 40%","Households","45254397.81787997","0.41885632","3209485577375.041","70920.9653013431","0.3276858007"
"1983","3","Middle 40%","Households","45426881.2022678","0.42330587","3260664630294.516","71778.3071167945","0.3291039698"
"1983","4","Middle 40%","Households","45597246.76800996","0.42651707","3290892529064.226","72173.0534698214","0.3305502678"
"1984","1","Middle 40%","Households","45785211.916574165","0.4308345","3365475168853.727","73505.7244025867","0.3330275639"
"1984","2","Middle 40%","Households","45999748.09361568","0.43451631","3425338374872.1733","74464.2854978499","0.3342278326"
"1984","3","Middle 40%","Households","46216542.518987484","0.43837973","3538033561950.413","76553.4020745247","0.3345954179"
"1984","4","Middle 40%","Households","46444412.34826621","0.44165701","3622513882147.025","77996.764282071","0.3346895471"
"1985","1","Middle 40%","Households","46696474.75151996","0.44602394","3740580256867.993","80104.12513519","0.3345269728"
"1985","2","Middle 40%","Households","46958276.233466834","0.44889671","3840611070856.4233","81787.7353879367","0.3345967016"
"1985","3","Middle 40%","Households","47206846.554707125","0.45160443","3899764154285.388","82610.1389713889","0.3358800145"
"1985","4","Middle 40%","Households","47453102.8710018","0.4541305","4091841511244.0283","86229.166559823","0.3347780638"
"1986","1","Middle 40%","Households","47712930.244093604","0.45639235","4231388785205.5913","88684.3202368481","0.3332865863"
"1986","2","Middle 40%","Households","47976235.4032912","0.45811769","4328336368086.1714","90218.3410536885","0.3328035609"
"1986","3","Middle 40%","Households","48216182.46686472","0.45999983","4363732599839.3833","90503.4861032028","0.3336931982"
"1986","4","Middle 40%","Households","48438967.29379444","0.46250117","4500034386935.066","92901.121521465","0.3316276086"
"1987","1","Middle 40%","Households","48647145.72535996","0.46543998","4687663609443.703","96360.5066555838","0.3293423509"
"1987","2","Middle 40%","Households","48831099.52655944","0.46866772","4756689777664.925","97411.0725292545","0.3284200881"
"1987","3","Middle 40%","Households","48985136.23658012","0.47220919","4855937753811.667","99130.8410445014","0.3270229959"
"1987","4","Middle 40%","Households","49127662.08977328","0.47597352","4754761480728.118","96783.7930500238","0.3276692324"
"1988","1","Middle 40%","Households","49282760.127538405","0.47970483","4840351196765.258","98215.9112890381","0.3238670614"
"1988","2","Middle 40%","Households","49454408.4951912","0.48437718","4913030474553.145","99344.6413383121","0.3207097742"
"1988","3","Middle 40%","Households","49626110.46541972","0.49016401","4930523751862.965","99353.4191098582","0.3172489403"
"1988","4","Middle 40%","Households","49805120.23979764","0.49439895","4992886809696.229","100248.4641269188","0.3126925831"
"1989","1","Middle 40%","Households","49999749.04580317","0.49955836","5105597421984.998","102112.4609507125","0.3129170867"
"1989","2","Middle 40%","Households","50200559.9576688","0.50487465","5217700315533.658","103937.0939275068","0.3126646494"
"1989","3","Middle 40%","Households","50388767.14472741","0.50856471","5375427100893.704","106679.0756252146","0.3127559516"
"1989","4","Middle 40%","Households","50587653.13694748","0.51218873","5465936600024.771","108048.827353737","0.3123732291"
"1990","1","Middle 40%","Households","50804376.42319832","0.51771134","5431420473399.441","106908.5156789631","0.31274689"
"1990","2","Middle 40%","Households","51027497.31440956","0.52350646","5497477795801.825","107735.5952209203","0.3118087931"
"1990","3","Middle 40%","Households","51245393.802851796","0.52799726","5426434970514.418","105891.1751442612","0.3137114851"
"1990","4","Middle 40%","Households","51466885.54684536","0.53192663","5521961897226.673","107291.5494799187","0.3110771844"
"1991","1","Middle 40%","Households","51709341.96594404","0.53713566","5677213250855.3125","109790.8624440502","0.3098738253"
"1991","2","Middle 40%","Households","51966713.347589284","0.54108161","5687446839947.304","109444.0358755369","0.3108166872"
"1991","3","Middle 40%","Households","52209457.801070124","0.54530823","5786325184093.434","110829.0610130572","0.3111187745"
"1991","4","Middle 40%","Households","52447899.2102088","0.54854423","5934377021858.499","113148.0404596147","0.3092729702"
"1992","1","Middle 40%","Households","52677845.38177989","0.55058324","5877983165356.754","111583.5912185926","0.307892625"
"1992","2","Middle 40%","Households","52880288.12586872","0.55389357","5851085593955.822","110647.7631140876","0.3060089961"
"1992","3","Middle 40%","Households","53051939.79875452","0.55660123","5882617098229.548","110884.1094320862","0.3031994899"
"1992","4","Middle 40%","Households","53213358.92965104","0.5604316","5962255889816.777","112044.3439343677","0.2984094498"
"1993","1","Middle 40%","Households","53387720.1234202","0.56357676","6044351416138.244","113216.1366352615","0.2977595196"
"1993","2","Middle 40%","Households","53576147.85704336","0.56692845","6089766894210.947","113665.6355074315","0.2972510333"
"1993","3","Middle 40%","Households","53759815.575009435","0.57029653","6170610348344.6875","114781.0922032465","0.2959419792"
"1993","4","Middle 40%","Households","53942465.955522634","0.57340866","6249767430868.308","115859.8762618945","0.294239854"
"1994","1","Middle 40%","Households","54122994.80594392","0.57614928","6272669672294.604","115896.5739938272","0.2953655473"
"1994","2","Middle 40%","Households","54289864.88018972","0.57893133","6319847331354.875","116409.3398519578","0.2962210295"
"1994","3","Middle 40%","Households","54445151.683257714","0.58224988","6427474375587.673","118054.1182616297","0.296421248"
"1994","4","Middle 40%","Households","54611843.611292996","0.58541155","6471188283627.479","118494.2286454751","0.296122962"
"1995","1","Middle 40%","Households","54814833.516205125","0.58858985","6626583949848.832","120890.3416242209","0.2960219424"
"1995","2","Middle 40%","Households","55059115.638130166","0.59141302","6780453488047.901","123148.6087174314","0.2955477782"
"1995","3","Middle 40%","Households","55304280.84375232","0.59432715","6937403804860.014","125440.6295320939","0.2945601838"
"1995","4","Middle 40%","Households","55554840.20751809","0.59719163","7096497240595.933","127738.5951266868","0.293183057"
"1996","1","Middle 40%","Households","55800331.963866085","0.6000644","7234513079560.468","129650.0007248206","0.2924665975"
"1996","2","Middle 40%","Households","56016917.778932765","0.60254914","7334591285770.447","130935.2884197583","0.2918464585"
"1996","3","Middle 40%","Households","56195407.948717594","0.60452223","7414395575783.987","131939.5275597993","0.2921075736"
"1996","4","Middle 40%","Households","56363435.39711197","0.60774994","7600636044780.961","134850.4751569918","0.2913712435"
"1997","1","Middle 40%","Households","56546517.435253076","0.6113739","7627878328989.445","134895.6341603799","0.2907276436"
"1997","2","Middle 40%","Households","56750353.00307933","0.61261219","7964119843698.858","140336.0406104737","0.2873516403"
"1997","3","Middle 40%","Households","56956313.96579676","0.61527038","8205517995486.843","144066.8720313326","0.2852513538"
"1997","4","Middle 40%","Households","57171961.94430885","0.61729282","8309453024024.245","145341.4005997988","0.2842277701"
"1998","1","Middle 40%","Households","57410036.98796884","0.61820096","8738498090217.383","152212.0268281428","0.2814394687"
"1998","2","Middle 40%","Households","57657629.095075525","0.61965382","8867291119048.299","153792.1565319037","0.2811435886"
"1998","3","Middle 40%","Households","57894880.52550776","0.62232023","8692197205667.925","150137.579122186","0.284699244"
"1998","4","Middle 40%","Households","58127469.04010294","0.62402904","9232730084879.188","158835.9210773378","0.2809136794"
"1999","1","Middle 40%","Households","58374235.138215125","0.62602675","9367607994785.377","160475.0447283001","0.2828566711"
"1999","2","Middle 40%","Households","58615733.42161301","0.62839597","9629400587781.27","164280.1347979156","0.281772437"
"1999","3","Middle 40%","Households","58828553.41258897","0.63063312","9595624204067.78","163111.680424465","0.2841777201"
"1999","4","Middle 40%","Households","59012824.61498207","0.63411677","10225551731508.97","173276.7715869158","0.2793851778"
"2000","1","Middle 40%","Households","59171221.2477822","0.63832688","10529217497715.27","177944.9076033717","0.2781873564"
"2000","2","Middle 40%","Households","59298723.15422553","0.64230585","10497904386573.9","177034.2399999187","0.280762949"
"2000","3","Middle 40%","Households","59405429.164019324","0.64607018","10665906328338.17","179544.3022369123","0.2807875771"
